utt_id,speaker_id,clean_path,noisy_path,split,clean_processed,noisy_processed
p231_470,p231,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p231_470.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p231_470.wav,train,data/processed/train/clean/p231_470.wav,data/processed/train/noisy/p231_470.wav
p277_154,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_154.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_154.wav,train,data/processed/train/clean/p277_154.wav,data/processed/train/noisy/p277_154.wav
p254_262,p254,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p254_262.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p254_262.wav,train,data/processed/train/clean/p254_262.wav,data/processed/train/noisy/p254_262.wav
p239_084,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_084.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_084.wav,train,data/processed/train/clean/p239_084.wav,data/processed/train/noisy/p239_084.wav
p256_296,p256,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p256_296.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p256_296.wav,train,data/processed/train/clean/p256_296.wav,data/processed/train/noisy/p256_296.wav
p278_089,p278,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p278_089.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p278_089.wav,train,data/processed/train/clean/p278_089.wav,data/processed/train/noisy/p278_089.wav
p273_045,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_045.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_045.wav,train,data/processed/train/clean/p273_045.wav,data/processed/train/noisy/p273_045.wav
p278_011,p278,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p278_011.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p278_011.wav,train,data/processed/train/clean/p278_011.wav,data/processed/train/noisy/p278_011.wav
p269_117,p269,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p269_117.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p269_117.wav,train,data/processed/train/clean/p269_117.wav,data/processed/train/noisy/p269_117.wav
p226_261,p226,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p226_261.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p226_261.wav,train,data/processed/train/clean/p226_261.wav,data/processed/train/noisy/p226_261.wav
p269_102,p269,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p269_102.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p269_102.wav,train,data/processed/train/clean/p269_102.wav,data/processed/train/noisy/p269_102.wav
p233_059,p233,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p233_059.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p233_059.wav,train,data/processed/train/clean/p233_059.wav,data/processed/train/noisy/p233_059.wav
p239_061,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_061.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_061.wav,train,data/processed/train/clean/p239_061.wav,data/processed/train/noisy/p239_061.wav
p279_172,p279,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p279_172.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p279_172.wav,train,data/processed/train/clean/p279_172.wav,data/processed/train/noisy/p279_172.wav
p282_234,p282,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p282_234.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p282_234.wav,train,data/processed/train/clean/p282_234.wav,data/processed/train/noisy/p282_234.wav
p269_009,p269,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p269_009.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p269_009.wav,train,data/processed/train/clean/p269_009.wav,data/processed/train/noisy/p269_009.wav
p239_104,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_104.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_104.wav,train,data/processed/train/clean/p239_104.wav,data/processed/train/noisy/p239_104.wav
p230_097,p230,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p230_097.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p230_097.wav,train,data/processed/train/clean/p230_097.wav,data/processed/train/noisy/p230_097.wav
p233_344,p233,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p233_344.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p233_344.wav,train,data/processed/train/clean/p233_344.wav,data/processed/train/noisy/p233_344.wav
p287_253,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_253.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_253.wav,train,data/processed/train/clean/p287_253.wav,data/processed/train/noisy/p287_253.wav
p282_175,p282,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p282_175.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p282_175.wav,train,data/processed/train/clean/p282_175.wav,data/processed/train/noisy/p282_175.wav
p258_069,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_069.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_069.wav,train,data/processed/train/clean/p258_069.wav,data/processed/train/noisy/p258_069.wav
p268_130,p268,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p268_130.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p268_130.wav,train,data/processed/train/clean/p268_130.wav,data/processed/train/noisy/p268_130.wav
p270_275,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_275.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_275.wav,train,data/processed/train/clean/p270_275.wav,data/processed/train/noisy/p270_275.wav
p259_006,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_006.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_006.wav,train,data/processed/train/clean/p259_006.wav,data/processed/train/noisy/p259_006.wav
p277_446,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_446.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_446.wav,train,data/processed/train/clean/p277_446.wav,data/processed/train/noisy/p277_446.wav
p279_289,p279,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p279_289.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p279_289.wav,train,data/processed/train/clean/p279_289.wav,data/processed/train/noisy/p279_289.wav
p270_105,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_105.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_105.wav,train,data/processed/train/clean/p270_105.wav,data/processed/train/noisy/p270_105.wav
p270_340,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_340.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_340.wav,train,data/processed/train/clean/p270_340.wav,data/processed/train/noisy/p270_340.wav
p228_090,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_090.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_090.wav,train,data/processed/train/clean/p228_090.wav,data/processed/train/noisy/p228_090.wav
p273_038,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_038.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_038.wav,train,data/processed/train/clean/p273_038.wav,data/processed/train/noisy/p273_038.wav
p231_368,p231,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p231_368.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p231_368.wav,train,data/processed/train/clean/p231_368.wav,data/processed/train/noisy/p231_368.wav
p287_327,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_327.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_327.wav,train,data/processed/train/clean/p287_327.wav,data/processed/train/noisy/p287_327.wav
p270_012,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_012.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_012.wav,train,data/processed/train/clean/p270_012.wav,data/processed/train/noisy/p270_012.wav
p243_117,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_117.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_117.wav,train,data/processed/train/clean/p243_117.wav,data/processed/train/noisy/p243_117.wav
p244_046,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_046.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_046.wav,train,data/processed/train/clean/p244_046.wav,data/processed/train/noisy/p244_046.wav
p227_281,p227,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p227_281.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p227_281.wav,train,data/processed/train/clean/p227_281.wav,data/processed/train/noisy/p227_281.wav
p227_338,p227,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p227_338.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p227_338.wav,train,data/processed/train/clean/p227_338.wav,data/processed/train/noisy/p227_338.wav
p273_035,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_035.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_035.wav,train,data/processed/train/clean/p273_035.wav,data/processed/train/noisy/p273_035.wav
p226_094,p226,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p226_094.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p226_094.wav,train,data/processed/train/clean/p226_094.wav,data/processed/train/noisy/p226_094.wav
p286_267,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_267.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_267.wav,train,data/processed/train/clean/p286_267.wav,data/processed/train/noisy/p286_267.wav
p250_304,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_304.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_304.wav,train,data/processed/train/clean/p250_304.wav,data/processed/train/noisy/p250_304.wav
p278_261,p278,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p278_261.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p278_261.wav,train,data/processed/train/clean/p278_261.wav,data/processed/train/noisy/p278_261.wav
p254_150,p254,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p254_150.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p254_150.wav,train,data/processed/train/clean/p254_150.wav,data/processed/train/noisy/p254_150.wav
p243_138,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_138.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_138.wav,train,data/processed/train/clean/p243_138.wav,data/processed/train/noisy/p243_138.wav
p274_187,p274,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p274_187.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p274_187.wav,train,data/processed/train/clean/p274_187.wav,data/processed/train/noisy/p274_187.wav
p236_094,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_094.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_094.wav,train,data/processed/train/clean/p236_094.wav,data/processed/train/noisy/p236_094.wav
p259_136,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_136.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_136.wav,train,data/processed/train/clean/p259_136.wav,data/processed/train/noisy/p259_136.wav
p286_113,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_113.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_113.wav,train,data/processed/train/clean/p286_113.wav,data/processed/train/noisy/p286_113.wav
p268_049,p268,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p268_049.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p268_049.wav,train,data/processed/train/clean/p268_049.wav,data/processed/train/noisy/p268_049.wav
p267_345,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_345.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_345.wav,train,data/processed/train/clean/p267_345.wav,data/processed/train/noisy/p267_345.wav
p233_027,p233,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p233_027.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p233_027.wav,train,data/processed/train/clean/p233_027.wav,data/processed/train/noisy/p233_027.wav
p273_030,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_030.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_030.wav,train,data/processed/train/clean/p273_030.wav,data/processed/train/noisy/p273_030.wav
p269_073,p269,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p269_073.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p269_073.wav,train,data/processed/train/clean/p269_073.wav,data/processed/train/noisy/p269_073.wav
p228_030,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_030.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_030.wav,train,data/processed/train/clean/p228_030.wav,data/processed/train/noisy/p228_030.wav
p244_245,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_245.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_245.wav,train,data/processed/train/clean/p244_245.wav,data/processed/train/noisy/p244_245.wav
p277_080,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_080.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_080.wav,train,data/processed/train/clean/p277_080.wav,data/processed/train/noisy/p277_080.wav
p256_288,p256,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p256_288.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p256_288.wav,train,data/processed/train/clean/p256_288.wav,data/processed/train/noisy/p256_288.wav
p276_422,p276,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p276_422.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p276_422.wav,train,data/processed/train/clean/p276_422.wav,data/processed/train/noisy/p276_422.wav
p270_363,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_363.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_363.wav,train,data/processed/train/clean/p270_363.wav,data/processed/train/noisy/p270_363.wav
p227_162,p227,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p227_162.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p227_162.wav,train,data/processed/train/clean/p227_162.wav,data/processed/train/noisy/p227_162.wav
p287_408,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_408.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_408.wav,train,data/processed/train/clean/p287_408.wav,data/processed/train/noisy/p287_408.wav
p236_346,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_346.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_346.wav,train,data/processed/train/clean/p236_346.wav,data/processed/train/noisy/p236_346.wav
p279_058,p279,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p279_058.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p279_058.wav,train,data/processed/train/clean/p279_058.wav,data/processed/train/noisy/p279_058.wav
p258_044,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_044.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_044.wav,train,data/processed/train/clean/p258_044.wav,data/processed/train/noisy/p258_044.wav
p244_031,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_031.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_031.wav,train,data/processed/train/clean/p244_031.wav,data/processed/train/noisy/p244_031.wav
p233_054,p233,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p233_054.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p233_054.wav,train,data/processed/train/clean/p233_054.wav,data/processed/train/noisy/p233_054.wav
p231_173,p231,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p231_173.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p231_173.wav,train,data/processed/train/clean/p231_173.wav,data/processed/train/noisy/p231_173.wav
p269_157,p269,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p269_157.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p269_157.wav,train,data/processed/train/clean/p269_157.wav,data/processed/train/noisy/p269_157.wav
p250_482,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_482.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_482.wav,train,data/processed/train/clean/p250_482.wav,data/processed/train/noisy/p250_482.wav
p243_279,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_279.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_279.wav,train,data/processed/train/clean/p243_279.wav,data/processed/train/noisy/p243_279.wav
p259_187,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_187.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_187.wav,train,data/processed/train/clean/p259_187.wav,data/processed/train/noisy/p259_187.wav
p273_246,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_246.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_246.wav,train,data/processed/train/clean/p273_246.wav,data/processed/train/noisy/p273_246.wav
p258_261,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_261.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_261.wav,train,data/processed/train/clean/p258_261.wav,data/processed/train/noisy/p258_261.wav
p277_234,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_234.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_234.wav,train,data/processed/train/clean/p277_234.wav,data/processed/train/noisy/p277_234.wav
p258_208,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_208.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_208.wav,train,data/processed/train/clean/p258_208.wav,data/processed/train/noisy/p258_208.wav
p243_129,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_129.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_129.wav,train,data/processed/train/clean/p243_129.wav,data/processed/train/noisy/p243_129.wav
