utt_id,speaker_id,clean_path,noisy_path,split
p270_275,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_275.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_275.wav,train
p259_006,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_006.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_006.wav,train
p277_446,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_446.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_446.wav,train
p279_289,p279,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p279_289.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p279_289.wav,train
p270_105,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_105.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_105.wav,train
p270_340,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_340.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_340.wav,train
p228_090,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_090.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_090.wav,train
p273_038,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_038.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_038.wav,train
p231_368,p231,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p231_368.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p231_368.wav,train
p287_327,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_327.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_327.wav,train
p270_012,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_012.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_012.wav,train
p243_117,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_117.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_117.wav,train
p244_046,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_046.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_046.wav,train
p227_281,p227,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p227_281.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p227_281.wav,train
p227_338,p227,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p227_338.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p227_338.wav,train
p273_035,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_035.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_035.wav,train
p226_094,p226,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p226_094.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p226_094.wav,train
p286_267,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_267.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_267.wav,train
p250_304,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_304.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_304.wav,train
p278_261,p278,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p278_261.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p278_261.wav,train
p254_150,p254,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p254_150.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p254_150.wav,train
p243_138,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_138.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_138.wav,train
p274_187,p274,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p274_187.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p274_187.wav,train
p236_094,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_094.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_094.wav,train
p259_136,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_136.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_136.wav,train
p286_113,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_113.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_113.wav,train
p268_049,p268,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p268_049.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p268_049.wav,train
p267_345,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_345.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_345.wav,train
p233_027,p233,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p233_027.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p233_027.wav,train
p273_030,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_030.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_030.wav,train
p269_073,p269,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p269_073.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p269_073.wav,train
p228_030,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_030.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_030.wav,train
p244_245,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_245.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_245.wav,train
p277_080,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_080.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_080.wav,train
p256_288,p256,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p256_288.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p256_288.wav,train
p276_422,p276,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p276_422.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p276_422.wav,train
p270_363,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_363.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_363.wav,train
p227_162,p227,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p227_162.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p227_162.wav,train
p287_408,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_408.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_408.wav,train
p236_346,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_346.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_346.wav,train
p279_058,p279,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p279_058.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p279_058.wav,train
p258_044,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_044.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_044.wav,train
p244_031,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_031.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_031.wav,train
p233_054,p233,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p233_054.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p233_054.wav,train
p231_173,p231,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p231_173.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p231_173.wav,train
p269_157,p269,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p269_157.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p269_157.wav,train
p250_482,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_482.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_482.wav,train
p243_279,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_279.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_279.wav,train
p259_187,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_187.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_187.wav,train
p273_246,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_246.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_246.wav,train
p258_261,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_261.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_261.wav,train
p277_234,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_234.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_234.wav,train
p258_208,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_208.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_208.wav,train
p243_129,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_129.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_129.wav,train
p279_027,p279,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p279_027.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p279_027.wav,train
p273_320,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_320.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_320.wav,train
p254_224,p254,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p254_224.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p254_224.wav,train
p286_223,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_223.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_223.wav,train
p276_073,p276,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p276_073.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p276_073.wav,train
p258_052,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_052.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_052.wav,train
p228_026,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_026.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_026.wav,train
p267_182,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_182.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_182.wav,train
p250_313,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_313.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_313.wav,train
p231_369,p231,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p231_369.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p231_369.wav,train
p259_166,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_166.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_166.wav,train
p273_037,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_037.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_037.wav,train
p270_191,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_191.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_191.wav,train
p250_164,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_164.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_164.wav,train
p287_011,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_011.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_011.wav,train
p279_019,p279,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p279_019.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p279_019.wav,train
p274_111,p274,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p274_111.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p274_111.wav,train
p239_135,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_135.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_135.wav,train
p244_017,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_017.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_017.wav,train
p227_396,p227,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p227_396.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p227_396.wav,train
p282_327,p282,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p282_327.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p282_327.wav,train
p287_107,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_107.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_107.wav,train
p267_210,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_210.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_210.wav,train
p244_140,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_140.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_140.wav,train
p226_352,p226,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p226_352.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p226_352.wav,train
p236_270,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_270.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_270.wav,train
p279_281,p279,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p279_281.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p279_281.wav,train
p273_124,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_124.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_124.wav,train
p287_090,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_090.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_090.wav,train
p276_007,p276,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p276_007.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p276_007.wav,train
p231_434,p231,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p231_434.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p231_434.wav,train
p287_121,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_121.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_121.wav,train
p236_490,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_490.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_490.wav,train
p269_152,p269,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p269_152.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p269_152.wav,train
p274_060,p274,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p274_060.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p274_060.wav,train
p259_397,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_397.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_397.wav,train
p254_192,p254,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p254_192.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p254_192.wav,train
p239_276,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_276.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_276.wav,train
p243_378,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_378.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_378.wav,train
p243_346,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_346.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_346.wav,train
p276_006,p276,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p276_006.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p276_006.wav,train
p236_015,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_015.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_015.wav,train
